id,Age,Department,JobRole,Gender,Attrition,MonthlyIncome,PerformanceRating,YearsAtCompany
2003,35,Research & Development,Laboratory Technician,Male,0,2660,3,2
2007,22,Research & Development,Research Scientist,Male,0,3375,3,3
2008,35,Research & Development,Research Scientist,Male,0,5098,3,10
2009,33,Research & Development,Healthcare Representative,Female,0,4878,3,9
2010,32,Human Resources,Laboratory Technician,Female,0,2837,3,6
2012,40,Research & Development,Laboratory Technician,Male,0,2406,3,1
2013,32,Sales,Sales Representative,Male,0,2269,3,2
2014,39,Research & Development,Research Scientist,Male,0,4108,3,7
2015,38,Research & Development,Research Director,Female,0,13206,3,18
2016,35,Sales,Sales Executive,Female,0,10422,3,14
2017,37,Research & Development,Research Director,Unknown,0,13744,4,16
2018,25,Sales,Sales Executive,Female,0,4907,4,5
2019,35,Sales,Sales Representative,Male,0,3482,3,9
2020,44,Research & Development,Research Scientist,Male,0,2436,3,4
2021,21,Sales,Sales Representative,Female,0,2380,3,2
2023,23,Sales,Sales Representative,Male,1,1790,3,1
2024,36,Sales,Sales Executive,Female,0,7644,3,9
2025,36,Research & Development,Manufacturing Director,Female,0,5131,3,4
2026,35,Research & Development,Healthcare Representative,Male,0,6306,4,13
2027,29,Research & Development,Research Scientist,Male,1,4787,3,2
2032,56,Research & Development,Laboratory Technician,Male,1,2339,3,10
2034,41,Research & Development,Manufacturing Director,Male,0,13570,4,20
2035,34,Sales,Sales Executive,Female,0,6712,4,8
2036,36,Sales,Sales Executive,Male,0,5406,4,15
2037,41,Sales,Sales Executive,Male,0,8938,3,5
2038,32,Research & Development,Research Scientist,Male,0,2439,3,4
2040,35,Human Resources,Human Resources,Female,0,8837,3,9
2041,38,Sales,Sales Executive,Male,0,5343,3,10
2044,50,Unknown,Sales Executive,Male,1,6728,3,6
2045,36,Sales,Sales Executive,Female,0,6652,3,6
2046,45,Sales,Sales Executive,Female,0,4850,3,5
2048,40,Research & Development,Research Scientist,Male,0,2809,3,2
2049,35,Research & Development,Healthcare Representative,Male,0,5689,3,10
2051,40,Research & Development,Research Scientist,Female,0,2001,3,5
2052,35,Research & Development,Research Scientist,Female,0,2977,3,4
2053,35,Research & Development,Laboratory Technician,Male,0,4025,3,4
2054,35,Research & Development,Research Scientist,Unknown,0,3785,3,5
2055,50,Sales,Sales Executive,Male,1,10854,3,3
2056,39,Sales,Sales Executive,Female,0,12031,3,20
2057,31,Research & Development,Manufacturing Director,Male,0,9936,3,9
2060,26,Sales,Sales Representative,Female,0,2966,3,4
2061,36,Human Resources,Laboratory Technician,Male,0,2571,3,5
2062,39,Research & Development,Healthcare Representative,Male,0,9991,3,7
2064,27,Sales,Manufacturing Director,Male,0,6142,4,6
2065,49,IT,Sales Executive,Male,0,5390,3,9
2068,34,IT,Laboratory Technician,Male,0,4404,3,4
